time,Grand Est,Nouvelle-Aquitaine,Auvergne-Rhône-Alpes,Bourgogne-Franche-Comté,Bretagne,Centre-Val de Loire,Île-de-France,Occitanie,Hauts-de-France,Normandie,Pays de la Loire,Provence-Alpes-Côte d'Azur
2010-02-09,69.06181,89.31565,44.617523,63.38966,87.49413,71.25812,62.446156,57.996685,76.50094,77.282684,78.95926,49.948246
2010-02-10,80.02811,120.30991,103.28723,95.77109,90.513855,68.69553,56.193195,130.22322,57.4969,71.55698,85.89923,119.763405
2010-02-11,30.559649,68.86216,69.119415,53.403534,74.390366,53.024822,39.337963,83.79087,50.08119,67.18915,75.97143,77.716515
2010-02-12,59.783886,95.01819,91.92862,69.24233,97.14645,91.78419,96.64538,103.85049,105.516624,116.00275,127.893166,148.4669
2010-02-13,72.68833,95.018456,111.0427,84.79078,85.538414,79.624565,77.93653,118.76611,76.249466,88.64627,101.77015,131.09058
2010-02-14,73.44682,109.90334,117.1545,86.79015,108.86044,103.376366,113.034584,129.9894,89.1137,113.10435,125.76327,93.54956
2010-02-15,81.23353,136.75098,135.3061,115.171715,96.97644,128.44522,98.43229,140.88542,71.9661,93.36438,120.880035,116.39553
2010-02-16,125.15051,106.46755,112.12911,125.2074,118.68336,134.22238,129.13094,95.30349,99.88803,112.46857,138.4251,82.50787
2010-02-17,39.331295,54.07912,62.91631,39.473698,113.48319,75.56777,64.79034,67.30405,63.35317,95.7049,86.792885,54.012318
2010-02-18,75.14423,116.64437,135.20259,113.41335,87.14474,89.07871,68.11845,146.822,61.440678,66.94165,91.90034,122.987755
2010-02-19,45.742523,130.91362,59.53238,53.64503,88.15466,115.88648,110.207184,113.766846,90.886986,93.54421,116.914894,61.405334
2010-02-20,81.737144,72.69784,109.25613,82.98657,82.71815,87.51298,99.31431,84.78739,87.38602,69.386215,105.61416,162.02156
2010-02-21,65.535545,86.02851,110.62803,76.44602,57.22282,48.352947,41.100235,104.39823,62.336353,51.019215,56.93883,133.75262
2010-02-22,100.95557,105.692955,125.924866,130.69029,59.46153,123.98832,73.20645,114.31948,54.121826,39.40735,110.21708,104.00173
2010-02-23,45.11371,100.53121,77.76612,58.418385,89.5932,72.10796,68.400925,127.51029,46.551468,82.50931,78.78325,139.2
2010-02-24,72.71172,122.96458,96.35955,99.15783,54.755238,91.742805,88.296486,135.55763,69.97872,80.830986,73.994316,114.48095
2010-02-25,54.999622,52.23268,72.29502,37.627197,69.95643,40.523617,41.373592,90.79132,55.17323,41.524693,75.02001,138.0562
2010-02-26,67.084496,142.13129,136.2196,96.89524,147.82123,130.92674,88.513985,143.36766,78.39706,118.64215,147.43231,160.38322
2010-02-27,102.395424,52.891735,86.0201,89.07317,47.842663,59.31551,66.68775,72.80616,63.53563,58.23348,49.567616,91.128685
2010-02-28,95.16636,125.58701,135.90062,125.278076,109.64801,86.087006,54.46471,135.77312,28.824453,45.711166,109.956055,98.23285
2010-03-01,127.654205,79.04119,113.96133,119.5709,46.352707,86.466835,115.42089,120.125885,131.56636,93.70648,44.62608,132.25143
2010-03-02,110.11599,153.67467,154.75342,91.51505,138.49898,121.94918,160.37296,174.64555,151.33226,158.15443,130.05121,192.6602
2010-03-03,123.37905,62.295246,56.74193,100.75031,104.59891,89.957184,114.34496,56.60332,88.31838,117.943016,69.5432,65.33024
2010-03-04,139.69267,152.54909,118.91004,127.39722,129.46263,142.98653,148.16176,118.68518,152.30269,118.556274,141.4485,146.25641
2010-03-05,166.46414,195.16028,193.88899,181.52327,178.64772,181.56697,169.70111,200.09534,149.17696,170.40697,182.30049,188.1737
2010-03-06,125.90485,178.68169,166.30724,112.77,171.20099,149.17741,139.12495,182.42143,152.20152,142.53993,169.2514,196.42902
2010-03-07,174.76299,188.24821,129.73047,146.38235,184.17323,154.67485,175.8868,183.74922,171.66316,177.42224,181.07031,118.06814
2010-03-08,186.80461,133.2765,173.08852,194.33014,189.77144,191.67944,186.00256,69.02859,156.85637,184.01643,191.06946,109.932594
2010-03-09,165.65901,204.5872,178.8608,171.62437,185.11736,190.51884,182.86137,210.1554,174.79993,180.53731,190.2011,132.90877
2010-03-10,105.20951,116.85455,123.67306,69.56251,172.26556,96.684425,160.36482,146.60835,172.90594,166.65028,145.50298,132.49706
2010-03-11,123.795555,117.4887,117.97702,88.86631,173.80519,136.66113,174.29994,144.64711,171.2871,179.68031,181.67561,188.96788
2010-03-12,163.87415,186.87288,198.13045,184.61943,137.68712,161.64824,147.94997,192.19417,123.47904,122.86182,153.0165,193.50648
2010-03-13,165.47806,189.43913,204.91063,191.67998,164.12096,169.59833,159.597,201.34221,144.87111,151.02019,157.78455,207.59674
2010-03-14,106.70455,196.53851,205.46106,156.05208,168.55205,149.84364,128.15405,217.94475,136.287,156.2707,154.6197,219.46172
2010-03-15,153.73347,202.04173,187.00468,158.72156,182.07832,169.42155,141.88976,215.98108,121.84491,164.47586,179.1302,207.23262
2010-03-16,137.42262,217.06123,210.78825,190.48657,184.73015,201.95586,175.66943,231.49664,158.37086,186.51892,194.59636,224.22832
2010-03-17,146.59117,210.90076,200.38416,171.7303,173.6582,177.67426,145.4128,223.07524,128.83165,134.43816,180.09717,209.25983
2010-03-18,146.49567,109.892235,148.86957,128.82341,105.985146,110.72982,105.28683,156.96962,100.74787,112.76528,105.44342,209.99287
2010-03-19,167.7546,102.18497,198.60461,183.39131,36.506954,127.82783,124.143524,150.40152,97.857,77.32265,66.138466,217.8621
2010-03-20,97.082726,144.82848,125.400055,93.58035,129.92047,104.69217,99.96155,145.01254,125.06661,138.02756,106.93536,121.50625
2010-03-21,64.53474,163.45503,122.63511,96.60378,188.8872,118.73972,38.162205,92.360725,79.086296,126.409706,192.59692,110.55404
2010-03-22,187.9796,207.95976,138.65656,192.8369,130.47932,205.16106,187.85442,110.39207,171.54637,194.58203,197.83577,69.01766
2010-03-23,209.70796,203.7008,231.66386,219.83708,85.08422,194.47144,187.92229,230.01628,158.6122,125.21246,153.5357,211.18416
2010-03-24,163.20491,163.48177,155.94029,151.80183,106.35488,135.43329,127.488365,174.2605,122.22052,116.23276,136.03151,171.86696
2010-03-25,154.12065,170.67542,161.43611,129.18723,114.17685,111.65702,87.77606,148.52449,93.71835,101.53239,156.17844,185.47917
2010-03-26,66.47259,165.59132,161.2449,101.76264,110.07072,115.69515,127.154076,240.01247,133.3206,122.14752,100.85395,163.35402
2010-03-27,80.674286,149.33641,119.6532,97.23344,129.17822,144.62968,115.06461,161.44728,107.66874,148.19525,159.8825,160.48141
2010-03-28,117.055664,147.86356,134.67078,87.93391,100.48487,95.747986,117.82023,192.23521,149.57146,120.901245,129.16982,216.70325
2010-03-29,158.2068,203.99178,213.94518,188.34615,109.45996,154.10146,144.90324,210.08235,119.50106,124.94424,145.60722,227.56636
2010-03-30,118.142586,145.63106,134.64972,104.42785,160.06612,130.71333,112.00626,179.74654,111.21934,112.4291,145.43913,150.13788
2010-03-31,167.16907,137.21889,153.38713,159.76665,192.41963,183.7809,170.42938,186.1112,120.49984,146.3463,198.16664,215.15819
2010-04-01,169.55641,159.80919,207.73596,188.32768,213.90833,188.22827,179.41011,177.78816,177.59259,193.12117,204.1399,249.51662
2010-04-02,145.91817,149.43456,189.13416,148.4698,160.5829,110.11838,106.91168,226.97968,139.94228,106.585144,138.24347,235.1311
2010-04-03,77.57427,123.57253,83.26968,70.393135,118.31146,112.22178,99.75689,105.9314,114.49386,144.91048,144.39485,117.97782
2010-04-04,164.99638,162.61835,179.79799,181.4585,200.4095,168.65631,126.415375,181.22424,135.80974,175.22722,182.33598,155.1327
2010-04-05,215.7032,251.21368,258.319,245.71422,216.38066,232.95618,242.94067,269.2766,195.86446,224.17607,231.69328,277.94318
2010-04-06,255.86757,261.183,268.0369,263.09448,200.91008,258.8038,253.75224,256.32025,245.64864,232.21416,238.34064,259.6005
2010-04-07,158.85793,140.95435,126.128624,143.11249,218.43791,177.87427,146.28058,82.90073,135.18584,160.18338,207.424,143.05528
2010-04-08,93.61426,212.15028,127.983086,100.97253,257.2191,136.09355,157.27847,198.97758,193.50122,250.50153,243.81233,130.56403
2010-04-09,232.51959,222.07306,203.34367,217.45845,261.43912,225.2312,251.48161,259.7626,234.74268,253.09746,258.45822,281.3768
2010-04-10,243.10046,264.04868,256.9951,254.08643,250.79329,256.6224,251.46727,279.41864,243.11824,252.50153,254.71556,279.9093
2010-04-11,204.83484,240.0122,277.69852,251.4835,165.77618,261.85132,246.48853,264.61877,231.03459,225.03618,208.32909,253.30852
2010-04-12,171.59363,267.6831,200.89644,229.72711,256.17844,240.06708,229.89221,192.06378,208.08904,232.92583,251.41765,180.09541
2010-04-13,147.73802,247.21106,214.13432,211.3256,215.29321,191.09993,138.30644,267.65137,221.85231,207.93109,198.21852,204.1714
2010-04-14,172.84863,253.352,251.12291,195.14153,243.77339,196.86597,173.2439,252.76558,231.74162,220.97893,204.59251,252.13411
2010-04-15,217.41907,255.55968,188.4723,200.82668,246.68556,224.90178,217.2364,260.76996,233.68073,237.21472,246.50342,250.7365
2010-04-16,245.3299,277.8204,230.5304,243.72456,266.37073,251.69572,266.9775,266.8237,262.19025,268.24258,256.76886,222.78398
